sentenceID,codeID
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/rules/StoreLargeImages.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ErrorServlet.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/IDataCache.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/TestImageDB.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/ImageProviderStartup.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/converters/LocalDateTimeAttributeConverter.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/DummyEntry.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/TestImageScaler.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/RetrainDaemon.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/TestLeastFrequentlyUsed.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/rest/RecommendEndpoint.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CreatorRunner.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/ConstantKeyProvider.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/UserRepository.java
_py9KsDVYEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/rest/AuthCartRest.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/TrainingSynchronizer.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/IDataStorage.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/TimedEntry.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/ICacheEntry.java
_dhM6oDVXEeqPG_FgW3bi6Q,services/tools.descartes.teastore.registry/src/main/java/tools/descartes/teastore/registry/rest/HeartbeatInfo.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/TestRandomReplacement.java
_YkXeIDVgEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/cf/SlopeOneRecommender.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/PersistenceOrder.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/entry/TestSimpleEntry.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/ShaSecurityProvider.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/test/java/tools/descartes/teastore/persistence/RegistrationDaemon.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/rest/AuthCartRest.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/DriveStorage.java
_raxjcDVgEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/pop/PopularityBasedRecommender.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/startup/AuthStartup.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/OrderRepository.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/SimpleEntry.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/ISessionIdGenerator.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CategoryServlet.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/AbstractPersistenceRepository.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/CountedEntry.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/RecommenderSelector.java
_dhM6oDVXEeqPG_FgW3bi6Q,services/tools.descartes.teastore.registry/src/main/java/tools/descartes/teastore/registry/rest/RegistryREST.java
_iaElgKpwEeqHXcsU55mirw,services/tools.descartes.teastore.recommender/src/test/java/tools/descartes/teastore/recommender/algorithm/PreprocessedSlopeOneRecommenderTest.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/ProductEndpoint.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/LeastFrequentlyUsed.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/RandomReplacement.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/ISecurityProvider.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/storage/rules/TestStoreLargeImages.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CartServlet.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/ImageIDFactory.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/rest/RecommendSingleEndpoint.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/FirstInFirstOut.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/EMFManager.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/OrderItemRepository.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/OrderEndpoint.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/test/java/tools/descartes/teastore/auth/security/ConstantKeyProviderTest.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/AbstractQueueCache.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/TestLastInFirstOut.java
_gGczsDVZEeqPG_FgW3bi6Q,utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/loadbalancers/ServiceLoadBalancer.java
_kgbngDVgEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/orderbased/OrderBasedRecommender.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageDBKey.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/test/java/tools/descartes/teastore/recommender/algorithm/AbstractRecommenderTest.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/servlet/IndexServlet.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/rules/CacheAll.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/entry/TestAbstractEntry.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/BCryptProvider.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/entry/AbstractEntryWrapper.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/AboutUsServlet.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/DataBaseActionServlet.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/NoStorage.java
_g6IlUDVXEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CartActionServlet.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/AbstractEntry.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/SetupController.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/LeastRecentlyUsed.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/IndexServlet.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/AbstractCacheWrapper.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/rest/ImageProviderEndpoint.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/StatusServlet.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CachingRule.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/UserEndpoint.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/test/java/tools/descartes/teastore/persistence/DataGeneratorTest.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/storage/rules/TestStoreAll.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/PersistenceOrderItem.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/rest/ReadyRest.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/rules/TestCacheAll.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/CategoryRepository.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/storage/TestNoStorage.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/StorageRule.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/rules/StoreAll.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ProductServlet.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/OrderItemSet.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/UseFallBackException.java
